id,channel_id,subscriber_count,video_count,playlist_id
188992d0-7d48-4120-987b-87477bf511a2,UCcAWuKZ4UNaGAhH8PJ5pAag,28900,130,UUcAWuKZ4UNaGAhH8PJ5pAag
1fe1032e-91fd-4540-b54b-5308b7c4eacf,UCANCsbie9EorvBNWfpVntGQ,22900,184,UUANCsbie9EorvBNWfpVntGQ
cb128b88-b87f-44e5-9a5d-59a4fb1d6ab2,UC5MWCQkXIRpIDCfs0ROuxKg,178000,214,UU5MWCQkXIRpIDCfs0ROuxKg
e4ee230d-5dfc-4bd8-8a7c-43d0d4957cb7,UCUfRsfirIzYWaVe54w13Uxg,2940,46,UUUfRsfirIzYWaVe54w13Uxg
